White Username,Black Username,Time Control,Game Result,Date,White Elo,Black Elo,Opening,Moves
Tejas299,enesfalan,300,0-1,2021.01.12,735,800,C22,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. f4 d6 6. c4 Ng4 7. Qe2 Nd4 8. Qd3 c5 9. Qd1 Be7 10. g3 Nf6 11. e5 dxe5 12. fxe5 Ne4 13. Bd3 Bf5 14. Qa4+ Nc6 15. Nf3 Qxd3 16. Nbd2 O-O 17. Qb5 Rab8 18. h3 Nxg3 19. Rg1 Qe2#
Tejas299,snoopy1459,600,0-1,2021.01.12,1121,1091,B21,1. e4 e6 2. f4 c5 3. d3 f5 4. exf5 exf5 5. Nf3 Be7 6. Ne5 Nh6 7. g4 g5 8. fxg5 Nf7 9. Nc4 b5 10. Ne3 d6 11. gxf5 Nxg5 12. h4 Nf7 13. Bg2 Na6 14. Bxa8 Bd7 15. Bb7 Nb4 16. h5 Qa5 17. c3 Ne5 18. cxb4 Qxb4+ 19. Bd2 Bh4+ 20. Ke2 Qf4 21. Nd5 Qf3#
Tejas299,endikavp,600,1-0,2021.01.12,1131,1143,C22,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd5 Nf6 5. Qb3 Nxe4 6. Bc4 Qe7 7. Ne2 Nd4 8. Nxd4 Ng3+ 9. Be3 Nxh1 10. Nf5 Qf6 11. Nc3 Qxf5 12. Nd5 d6 13. Nxc7+ Kd8 14. Nxa8 Be6 15. Bxa7 d5 16. Qb6+ Ke7 17. Qxb7+ Kf6 18. Bd4+ Kg6 19. Bd3 Bd6 20. Bxf5+ Bxf5 21. Qb6 Rxa8 22. Qxd6+ f6 23. Qxd5 Re8+ 24. Be3 Bxc2 25. Qf3 h5 26. g4 Be4 27. gxh5+ Kf7 28. Qf4 f5 29. Qc7+ Re7 30. Qc4+ Kf8 31. Bc5 Bd5+ 32. Bxe7+
Tejas299,nickelbagz,600,1-0,2021.01.12,1132,1144,C24,1. e4 e5 2. Bc4 Nf6 3. Qf3 d6 4. d3 Ng8 5. Qxf7#
Tejas299,GillesR,600,0-1,2021.01.12,1124,1166,B01,1. e4 d5 2. e5 c5 3. f4 Nc6 4. g3 e6 5. Nf3 Nge7 6. Bb5 Bd7 7. Bxc6 Bxc6 8. d4 c4 9. Nc3 Nf5 10. Ng5 h6 11. Nf3 Be7 12. a3 O-O 13. b4 b5 14. g4 Nh4 15. Nxh4 Bxh4+ 16. Ke2 Be8 17. g5 hxg5 18. fxg5 Bxg5 19. h4 Bxc1 20. Rxc1 f6 21. exf6 Bh5+ 22. Kd2 Bxd1 23. Rcxd1 Rxf6 24. h5 a6 25. Rdf1 Rxf1 26. Rxf1 Qg5+ 27. Ke1 Qxh5 28. a4 Qh4+ 29. Kd1 Qg4+ 30. Ne2 bxa4 31. b5 axb5 32. Rf4 Qg5 33. c3 Rf8 34. Rxf8+ Kxf8 35. Nc1 Qe3 36. Ne2 Kf7 37. Ke1 g5 38. Kf1 Kf6 39. Ke1 Kf5 40. Kd1 a3 41. Nc1 g4 42. Kc2 g3 43. Kb1 g2 44. Ka2 Qd2+ 45. Kxa3 Qxc1+ 46. Kb4 g1=Q 47. Kc5 Qxc3 48. Kd6 Qcxd4 49. Ke7 Ke4 50. Kd6 Kd3 51. Ke7 Kc3 52. Kd6 Kb2 53. Ke7 Ka1 54. Kd6 e5 55. Ke6 e4 56. Kd6 e3 57. Kc6 e2 58. Kxb5 c3 59. Kc6 c2 60. Kb5 Qe4 61. Kc6 d4+ 62. Kc5 d3+ 63. Kb5 Qf1 64. Ka5 Qff5+ 65. Kb6 Qee6+ 66. Kc7 Qff7+ 67. Kb8 Qee8#
Tejas299,AntonioAtihe,600,0-1,2021.01.13,1107,1138,C42,1. e4 e5 2. Nc3 Nf6 3. Nf3 d6 4. d4 Nc6 5. dxe5 Nxe5 6. Nxe5 dxe5 7. Bd3 Bc5 8. Bg5 Bd4 9. Bxf6 Qxf6 10. Na4 Qxf2#
Tejas299,nash999,600,0-1,2021.01.13,1089,1073,B00,1. e4 h5 2. f4 e6 3. d4 d6 4. d5 Nf6 5. dxe6 Bxe6 6. e5 Nd5 7. exd6 Bxd6 8. g3 Nd7 9. Na3 N7f6 10. Nb5 Bb4+ 11. c3 Ba5 12. b4 Bb6 13. Nf3 a6 14. Na3 Nxc3 15. Qxd8+ Rxd8 16. Bb2 Nfe4 17. Bxc3 Nxc3 18. Bc4 Bg4 19. Nb5 axb5 20. Bxb5+ Nxb5 21. Ne5 Bd4 22. a4 Bxa1 23. axb5 Rd1+ 24. Kf2 Rxh1
Tejas299,flame649,600,0-1,2021.01.13,1072,1055,B30,1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. d4 cxd4 5. Nxd4 d5 6. exd5 exd5 7. Nxc6 bxc6 8. Bd3 Nf6 9. c3 Be7 10. f3 O-O 11. g4 Bc5 12. b4 Re8+ 13. Be2 Be3 14. Bxe3 Rxe3 15. f4 Ba6 16. Kf2 Rxe2+ 17. Qxe2 Bxe2 18. Kxe2 Qe8+ 19. Kf2 Nxg4+ 20. Kg3 Qd7 21. Rg1 Qf5 22. Kh3 Nf2+ 23. Kg3 Ne4+ 24. Kg2 Qg4+ 25. Kf1 Qxf4+ 26. Kg2 Qf2+ 27. Kh1 Qf3+ 28. Rg2 Nf2+ 29. Kg1 Nh3+ 30. Kh1 Qf1+ 31. Rg1 Qxg1#
Tejas299,Tapish18,600,1-0,2021.01.13,1080,1079,C26,1. e4 e5 2. Nc3 Nf6 3. g4 h6 4. f3 d5 5. exd5 Nxd5 6. Nxd5 Qxd5 7. c4 Qd8 8. b4 Qh4+ 9. Ke2 Bxb4 10. Bb2 Qg5 11. Bc3 Bc5 12. Kd3 O-O 13. h4 Qg6+ 14. Ke2 Re8 15. d3 Bxg4 16. fxg4 Qxg4+ 17. Nf3 e4 18. dxe4 Rxe4+ 19. Kd2 Nc6 20. Rg1 Qf4+ 21. Kc2 Re3 22. Rxg7+ Kf8 23. Rg8+ Kxg8 24. Bd2 Qxc4+ 25. Bxc4 Nb4+ 26. Bxb4 Bxb4 27. Qg1+ Kh7 28. Qxe3
Tejas299,SKEE420LBC,600,1-0,2021.01.13,1088,1060,C20,1. e4 e5 2. g4 d5 3. d4 exd4 4. Qxd4 Nc6 5. Qd3
Tejas299,andrezZez,600,1-0,2021.01.13,1111,1080,C20,1. e4 e5 2. c4 Nf6 3. d3 Bc5 4. g4 d6 5. h3 O-O 6. Bd2 Bd4 7. Nc3 c6 8. g5 d5 9. gxf6 Qxf6 10. Be3 Bxe3 11. fxe3 Qh4+ 12. Kd2 dxc4 13. Nf3 Qf2+ 14. Qe2 Qg3 15. Rg1 cxd3 16. Rxg3 dxe2 17. Bxe2 Rd8+ 18. Bd3 c5 19. Rag1 g6 20. Nxe5 Be6 21. h4 c4 22. Nxc4 Bxc4 23. Nd5 Bxd5 24. exd5 h5 25. e4 Na6 26. Bxa6 bxa6 27. a4 Rab8 28. b3 Rd6 29. Rf3 Rdb6 30. e5 Rxb3 31. Rxb3 Rxb3 32. d6 Rb6 33. d7 Rb8 34. Rd1 Rd8 35. Ke1 Kf8 36. a5 Ke7 37. Rd6 Rxd7 38. Rxd7+ Kxd7 39. Ke2 Ke6 40. Kd3 Kxe5 41. Kc4 Kf4 42. Kc5 Ke4 43. Kc6 Kd4 44. Kb7 Kc4 45. Kxa7 Kb4 46. Kxa6 f6 47. Kb6 g5 48. hxg5 fxg5 49. a6 g4 50. a7 g3 51. a8=Q h4 52. Qe4+ Kc3 53. Qxh4 g2 54. Qg3+ Kd2 55. Qxg2+ Ke3 56. Qg4 Kd3 57. Kc5 Kc3 58. Qc4+ Kd2 59. Kb4 Ke3 60. Kc3 Kf3 61. Kd3 Kf2 62. Qe4 Kg3 63. Ke3 Kh2 64. Qf3 Kg1 65. Qf2+ Kh1 66. Qe2 Kg1 67. Kf3 Kh1 68. Qg2#
Tejas299,edmundorodriguez,600,1-0,2021.01.13,1118,1069,C20,1. e4 e5 2. c4 Nf6 3. d3 Be7 4. f4 d6 5. f5 O-O 6. g4 Ne8 7. Nf3 Bh4+ 8. Ke2 Nf6 9. Bg5 Bxg5 10. Nxg5 Nxg4 11. h4 f6 12. Nf3 Nh6 13. h5 Bxf5 14. exf5 Nxf5 15. Rg1 Qe8 16. Bh3 Qxh5 17. Bg4 Qg6 18. Bh3 Qh5 19. Bg4 Qg6 20. Nh4 Qe8 21. Bxf5 Nd7 22. Qb3 Nc5 23. Qb4 a5 24. Qb5 Qxb5 25. cxb5 Rae8 26. Nc3 e4 27. dxe4 d5 28. Rg4 g6 29. Bxg6 hxg6 30. Nxg6 Rf7 31. Ne7+ Kf8 32. Ng6+ Kg7 33. Ne5+ Kf8 34. Nxf7 Kxf7 35. Rh1 f5 36. Rh7+ Kf6 37. Rh5 Kf7 38. Rxf5+ Ke7 39. Re5+ Kd7 40. Rg7+ Kd8 41. Rxe8+ Kxe8 42. Rxc7 b6 43. Nxd5 Nxe4 44. Re7+
Tejas299,ALYRIS,600,0-1,2021.01.13,1100,1082,C00,1. e4 e6 2. f4 a6 3. d4 h6 4. c4 f6 5. a3 c5 6. dxc5 Bxc5 7. b4 Bxg1 8. Rxg1 Nc6 9. b5 axb5 10. cxb5 Nce7 11. Be3 Qa5+ 12. Nd2 b6 13. a4 d5 14. exd5 Nxd5 15. Bd4 Qb4 16. Bxb6 Nxb6 17. Rb1 Qc5 18. Bc4 Nxc4 19. Nxc4 Qxg1+ 20. Kd2 Qxg2+ 21. Qe2 Qd5+ 22. Kc2 Qf5+ 23. Kc1
Tejas299,FreddieBish,600,0-1,2021.01.13,1093,1143,C25,1. e4 e5 2. Nc3 Bc5 3. Nf3 Nf6 4. d4 exd4 5. Nxd4 Nc6 6. Nxc6 dxc6 7. Qxd8+ Kxd8 8. Bc4 Rf8 9. e5 Ng4 10. Ne4 f5 11. Nxc5 b6 12. Ne6+ Bxe6 13. Bxe6 Nxe5 14. Bxf5 Rxf5 15. f4 Nc4 16. b3 Nd6 17. Ba3 c5 18. g3 Kc8 19. O-O-O Kb7 20. Rhf1 Nb5 21. g4 Rf7 22. Bb2 Raf8 23. f5 g6 24. f6 Nd4 25. g5 Ne2+ 26. Kb1 Nd4 27. c3 Nf5 28. c4 Ne3 29. Rc1 Nxf1 30. Rxf1 Rd7 31. a3 Rfd8 32. f7 Rf8 33. b4 Rdxf7 34. bxc5 Rxf1+
Tejas299,CountPythagoras,600,0-1,2021.01.13,1085,1116,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d3 Ng4 5. Bg5 Be7 6. Bxe7 Qxe7 7. h3 Nxf2 8. Kxf2 Qc5+ 9. d4 exd4 10. Na4 Qb4 11. c3 dxc3 12. bxc3 Qa3 13. Bb5 O-O 14. Bxc6 dxc6 15. e5 c5 16. Qc2 c4 17. Ng5 g6 18. e6 Bxe6 19. Rae1 Bd7 20. Re7 Bxa4 21. Qe4 Qxa2+ 22. Qe2 Qxe2+ 23. Kxe2 b5 24. Rxc7 Rae8+ 25. Kf3 Re5 26. Kf4 Re2 27. Rxa7 Rxg2 28. Re1 Bc2 29. h4 b4 30. cxb4 c3 31. b5 Bb3 32. Rc1 c2 33. b6 Rd2 34. Rc7 Rd1 35. R1xc2 Bxc2 36. Rxc2 Rd4+ 37. Ke3 Rb4 38. Rc6 Re8+ 39. Ne4 Rbxe4+ 40. Kd3 Re3+ 41. Kd4 R8e4+ 42. Kc5 Re5+ 43. Kd6 Re6+ 44. Kd7 Re7+ 45. Kd6 R3e5 46. Rc7 R7e6+ 47. Kd7 Rxb6 48. Rc8+ Kg7 49. Re8 Rb7+ 50. Kd8 Rxe8+ 51. Kxe8 f5 52. h5 f4 53. h6+ Kxh6 54. Kf8 f3 55. Kg8 f2 56. Kh8 f1=Q 57. Kg8 Qa6 58. Kh8 Qa8#
Tejas299,musaib1989,600,1-0,2021.01.13,1092,1054,B01,1. e4 d5 2. Nc3 d4 3. Nb5 e5 4. Bc4 f6 5. g4 Nh6 6. d3 Nxg4 7. h3 Nh6 8. Qh5+ Nf7 9. Qxf7#
Tejas299,LaQuille9,600,0-1,2021.01.13,1074,1048,B12,1. e4 c6 2. d4 d5 3. e5 e6 4. f4 g6 5. Be3 Bg7 6. Bd3 Ne7 7. Nf3 O-O 8. O-O b5 9. b4 Nf5 10. Bxf5 exf5 11. Nc3 Na6 12. a3 f6 13. exf6 Bxf6 14. a4 Nxb4 15. axb5 cxb5 16. Nxb5 Re8 17. Re1 Qb6 18. Nc3 Ba6 19. Nxd5 Nxd5 20. c3 Nxe3 21. Rxa6 Qxa6 22. Qb3+ Kg7 23. d5 Rab8 24. Qxb8 Rxb8 25. Rxe3 Qa1+ 26. Re1 Rb1 27. Kf2 Rxe1 28. Nxe1 Qxc3 29. h3 Qd2+ 30. Kf1 Qxd5 31. Kf2 a6 32. Nf3 a5 33. Kg3 a4 34. Ng5 Bxg5 35. fxg5 a3 36. Kh4 a2 37. g3 a1=Q 38. g4 Qe1#
Tejas299,dr_akhib,600,0-1,2021.01.13,1058,1095,C21,1. e4 e5 2. d4 Nf6 3. d5 Nxe4 4. c4 d6 5. Bd3 Nc5 6. Be3 Nxd3+ 7. Qxd3 Qf6 8. h4 Bf5 9. Qb3 b6 10. Qa4+ Bd7 11. Qb3 g6 12. g3 Bg4 13. Nd2 Nd7 14. Qb5 Bg7 15. Qc6 O-O 16. Qxc7 Nc5 17. f3 Rfc8 18. Bg5 Qf5 19. fxg4 Nd3+ 20. Kd1 Qxg4+ 21. Ngf3 Rxc7 22. b3 Nf2+ 23. Ke2
Tejas299,il_duca_bianco,600,0-1,2021.01.13,1043,1050,C20,1. e4 e5 2. g4 Bc5 3. a4 Qh4 4. Qf3 d6 5. Bc4 Nf6 6. Nc3 Bxg4 7. Qg3 Qxg3 8. hxg3 O-O 9. Nd5 Nxd5 10. Bxd5 c6 11. Bc4 Nd7 12. f3 Be6 13. Bd3 d5 14. f4 f6 15. fxe5 Nxe5 16. exd5 Bxd5 17. Bxh7+ Kf7 18. Rh5 Rh8 19. Bg6+ Kxg6 20. Rxh8 Rxh8 21. d3 Rh1
Tejas299,ilikemushrooms,600,0-1,2021.01.13,1036,1074,C42,1. e4 e5 2. Bc4 Nf6 3. Nf3 Nxe4 4. d3 Nf6 5. Nxe5 d5 6. Bb3 Qe7 7. Bf4 Nc6 8. d4 Ng4 9. O-O Ncxe5 10. dxe5 c6 11. Re1 Qc5 12. Be3 Nxe3 13. fxe3 Be7 14. Nc3 O-O 15. a4 Bg5 16. Nxd5 cxd5 17. Qd3 g6 18. Bxd5 Bf5 19. Qb3 Bxc2 20. Bxf7+ Rxf7 21. Rac1 Bxe3+ 22. Rxe3 Bxb3 23. Rxc5 Bxa4 24. e6 Rf4 25. e7 Re8 26. Rc7 Bb5 27. Rxb7 Rf1#
Tejas299,DrNick77,600,1-0,2021.01.13,1045,1058,C00,1. e4 e6 2. d4 d5 3. Bd3 Nf6 4. Nc3 Bb4 5. e5 Nfd7 6. Bd2 c5 7. Nb5 Bxd2+ 8. Qxd2 a6 9. Nd6+ Ke7 10. Qg5+ f6 11. Qxg7#
Tejas299,tjnelly97,600,1-0,2021.01.13,1046,1050,C20,1. e4 e5 2. c4 d6 3. d4 Be6 4. d5 Bc8 5. Nc3 Nf6 6. Nf3 Bg4 7. h3 Bh5 8. g4 Bg6 9. Bg5 h6 10. Bxf6 Qxf6 11. h4 h5 12. g5 Qf4 13. Nb5 Na6 14. Bd3 c6 15. Nc3 Nb4 16. dxc6 bxc6 17. a3 Nxd3+ 18. Qxd3 Rb8 19. b4 c5 20. b5 Be7 21. Nd5 Bxe4 22. Nxf4 Bxd3 23. Nxd3 e4 24. Nf4 exf3 25. Rh3 f6 26. Rxf3 fxg5 27. hxg5 h4 28. Re3 O-O 29. Ng6 Rf7 30. Nxe7+ Kf8 31. Ng6+ Kg8 32. Nxh4 Rf4 33. Ng6 Rxc4 34. Rf3 Kh7 35. Nf8+ Kg8 36. a4 Rxf8 37. Rxf8+ Kxf8 38. a5 Re4+ 39. Kf1 Re5 40. b6 axb6 41. axb6 Re8 42. b7 Rb8 43. Ra8 Rxa8 44. bxa8=Q+ Ke7 45. Qa7+ Ke6 46. Qa2+ Kf5 47. Qd5+ Kf4 48. Qxd6+ Kxg5 49. Qxc5+ Kg4 50. Qd4+ Kg5 51. Qxg7+
Tejas299,Aslanishe,600,1-0,2021.01.13,1053,1011,B01,1. e4 d5 2. Nc3 d4 3. Nd5 Na6 4. d3 e6 5. Nf4 Bd6 6. f3 Qh4+ 7. g3 Qh6 8. h4 Bxf4 9. gxf4 Qg6 10. f5 exf5 11. exf5 Bxf5 12. Qe2+ Ne7 13. h5 Qb6 14. Qe5 O-O 15. h6 Rae8 16. Qxg7#
Tejas299,natsu3153,600,1-0,2021.01.13,1061,1057,C26,1. e4 e5 2. Nc3 Nf6 3. d3 Nc6 4. Nf3 d5 5. exd5 Nxd5 6. Nxd5 Qxd5 7. c4 Qa5+ 8. Bd2 Qc5 9. a4 Bf5 10. g4 Bxg4 11. Be2 O-O-O 12. Rb1 Nd4 13. b4 Qd6 14. Nxd4 Qxd4 15. Be3 Bxe2 16. Qxe2 Qc3+ 17. Bd2 Qa3 18. a5 b6 19. axb6 axb6 20. Qe4 f6 21. Ra1 Qxd3 22. Ra8+ Kd7 23. Qxd3+ Ke6 24. Rxd8
Tejas299,besenyeiadam,600,1-0,2021.01.13,1076,1034,C42,1. e4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. a3 d6 5. b4 a6 6. Nd5 Nxe4 7. d3 Nf6 8. Nxf6+ Qxf6 9. Bg5 Qf5 10. h4 Be7 11. Bxe7 Nxe7 12. d4 e4 13. Ng5 Qd7 14. c4 b5 15. cxb5 axb5 16. a4 bxa4 17. Qh5 g6 18. Qe2 Ba6 19. Qxe4 Rb8 20. Bxa6 Rxb4 21. Qa8+ Nc8 22. Bxc8 Qe7+ 23. Be6+ Qd8 24. Bxf7+ Ke7 25. Qxd8+ Kxd8 26. Ne6+ Ke7 27. Ng5 Kf6 28. O-O Rxd4 29. Rae1 Kg7 30. Re7 Rxh4 31. Rxc7 Rf8 32. Be8+ Kh6 33. Nf7+ Kg7 34. Ne5+ Kf6 35. Nd7+ Ke7 36. Nxf8+ Kxe8 37. Nxh7 a3 38. Ng5 Rg4 39. Nf3 Ra4 40. Ra1 a2 41. Nd2 d5 42. Rc6 g5 43. Rc5 d4 44. Rxg5 d3 45. Rg3 Ra3 46. f4 Kf7 47. f5 Kf6 48. Rf3 Kf7 49. f6 Kf8 50. g4 Kf7 51. g5 Kf8 52. g6 Ra6 53. g7+ Kf7 54. g8=Q+ Kxg8 55. f7+ Kf8 56. Nc4 Ra4 57. Nb2 Ra6 58. Nxd3 Ra5 59. Nb4 Ra4 60. Nxa2 Ra5 61. Nb4 Rxa1+ 62. Rf1 Ra4 63. Nc6 Rc4 64. Ne5 Re4 65. Ng6+ Kg7 66. f8=Q+ Kxg6 67. Rf6+ Kg5 68. Qg7+ Kh5 69. Rh6#
Tejas299,ufv,600,0-1,2021.01.13,1069,1112,B00,1. e4 a5 2. d4 c6 3. c4 b6 4. c5 b5 5. d5 b4 6. e5 e6 7. dxe6 fxe6 8. Qh5+ g6 9. Qf3 Bxc5 10. h4 a4 11. Bg5 Qc7 12. Bf6 Nxf6 13. Qxf6 Rf8 14. Qg7 Bxf2+ 15. Ke2 Ba6+ 16. Kd2 Bxf1 17. Nf3 Bxg2 18. Rh2 Rxf3 19. Qh8+ Rf8 20. Qxh7 Qxe5 21. Qxg6+ Kd8 22. Qg5+ Rf6 23. Qg8+ Kc7 24. Rxg2 Qe3+ 25. Kc2 Qc5+ 26. Nc3 bxc3 27. bxc3 Ra5 28. Rb1 Na6 29. Rf1 a3 30. Rgxf2 Rxf2+ 31. Rxf2 Qxf2+ 32. Kb3 Qb2+ 33. Kc4 Rc5+ 34. Kd4 Qxa2 35. Qg3+ d6 36. Qg7+ Kb6 37. h5 Qd5+ 38. Ke3 e5 39. h6 Rxc3+ 40. Ke2 a2 41. h7 Qd2+ 42. Kf1 a1=Q#
Tejas299,jovan2518,600,0-1,2021.01.13,1061,1086,A10,1. c4 d6 2. Nc3 e5 3. d4 e4 4. Nxe4 Bf5 5. Bg5 f6 6. g4 Bxe4 7. f3 Bxf3 8. exf3 fxg5 9. h4 h6 10. hxg5 Qxg5 11. Qe2+ Be7 12. Rh5 Qg6 13. Nh3 Nf6 14. Nf4 Qf7 15. Rf5 O-O 16. Ne6 Re8 17. Nxc7 Nc6 18. Nxe8 Rxe8 19. d5 Nd4 20. Qc2 Nxf5 21. Qxf5 Bd8+ 22. Be2 Ba5+ 23. Kf1 Qe7 24. g5 Qxe2+ 25. Kg1 Qe3+ 26. Kf1 Qd3+ 27. Qxd3 hxg5 28. Re1 Bxe1 29. Qd4 Bh4 30. Kg2 Re2+ 31. Kh3 Nh5 32. Qg4 Nf4+ 33. Qxf4 gxf4 34. Kxh4 Rxb2 35. Kg4 Rxa2 36. Kxf4 Ra4 37. Ke4 Rxc4+ 38. Ke3 b5 39. f4 b4 40. f5 b3 41. f6 gxf6 42. Kd3 Rc8 43. Kd2 a5 44. Kd1 a4 45. Kd2 a3 46. Kd1 b2 47. Ke2 b1=Q 48. Kd2 a2 49. Ke2
Tejas299,Ahmedabdusulaiman,600,1-0,2021.01.13,1077,1099,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d3 d6 5. h3 Be6 6. Bg5 a6 7. Bxf6 Qxf6 8. Be2 O-O-O 9. O-O b5 10. a4 b4 11. Nd5 Qg6 12. d4 h6 13. Bxa6+ Kb8 14. Qd3 Bxd5 15. Qb5+ Ka7 16. Qb7#
Tejas299,tim_fish,600,1-0,2021.01.14,1069,1079,C25,1. e4 e5 2. Nc3 d6 3. g3 Nf6 4. f4 Nc6 5. Nf3 Bg4 6. Be2 Bxf3 7. Bxf3 exf4 8. gxf4 g6 9. d3 Bg7 10. Be3 Nh5 11. f5 Qe7 12. O-O O-O-O 13. Nd5 Qd7 14. Bg4 Ne5 15. fxg6 Nxg4 16. Rxf7 Qe6 17. Rxc7+ Kb8 18. Rxg7 hxg6 19. Nc7 Qf6 20. Qxg4 Qf8 21. Ne6 Qf6 22. Nxd8 Nxg7 23. Qd7 Rxd8 24. Qa4 a6 25. Rf1 Qxb2 26. Bd4 b5 27. Qa5 Qxd4+ 28. Kg2 Rc8 29. c4 bxc4 30. Qb4+ Ka7 31. Rf7+ Ka8 32. Qb7#
Tejas299,Rileyy_125,600,0-1,2021.01.14,1061,1085,B12,1. e4 c6 2. d4 d5 3. e5 e6 4. g3 c5 5. Be3 Nc6 6. dxc5 b6 7. Bb5 Bd7 8. Nc3 bxc5 9. f4 d4 10. Nf3 dxe3 11. Qd3 Nb4 12. Qxe3 Nxc2+ 13. Kd2 Nxe3
Tejas299,Guruji-hi,600,1-0,2021.01.14,1077,1032,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 Nf6 4. d4 exd4 5. Nxd4 Bc5 6. Be3 d5 7. Ndb5 dxe4 8. Bxc5 Qxd1+ 9. Rxd1 Rb8 10. Nxc7#
Tejas299,Apronius,600,0-1,2021.01.14,1053,1024,B00,1. e4 Nc6 2. d4 e5 3. Be3 exd4 4. Bxd4 Nxd4 5. Qxd4 d6 6. e5 g6 7. e6 fxe6 8. Qxh8 Qf6 9. Qxh7 Qg7 10. Qh3 Qxb2 11. Qd3 Ne7 12. Qc4 Kd8 13. g3 Qxa1 14. Qb5 Bd7 15. Qb3 c5 16. Qxb7 Bc6 17. Qb3 Bd5 18. Qb5 a6 19. Qa5+ Kd7 20. Qd2 Qxb1+ 21. Ke2 Bxh1 22. f3 Bg2 23. Bxg2 Qxg1 24. Bh3 Qxh2+ 25. Ke3 Qxh3
Tejas299,fabianobpires,600,1-0,2021.01.14,1053,1022,C00,1. e4 e6 2. f4 c6 3. g3 d5 4. exd5 cxd5 5. Bb5+ Nd7 6. Bxd7+ Qxd7 7. d4 Ne7 8. c3 Nc6 9. Be3 f6 10. b4 a6 11. a4 Bd6 12. Nd2 e5 13. dxe5 fxe5 14. Qh5+ g6 15. Qg5 O-O 16. a5 Kg7 17. Ne2 Qe8 18. f5 Bxf5 19. Qh6+ Kh8 20. b5 axb5 21. O-O-O Rxa5 22. Nb3 Ra4 23. Bc5 Bxc5 24. Nxc5 Qe7 25. Nxb7 Qa3+ 26. Kd2 b4 27. Qxf8#
Tejas299,mohamed5551,600,1-0,2021.01.14,1070,1063,C25,1. e4 e5 2. Nc3 d6 3. Nf3 a6 4. d4 h6 5. dxe5 Bg4 6. exd6 Bxd6 7. e5 Bxf3 8. gxf3 Bxe5 9. Qxd8+ Kxd8 10. f4 Bf6 11. Rg1 Nc6 12. Bc4 Nge7 13. Bxf7 Nd4 14. Bb3 Re8 15. Kf1 Nef5 16. Be3 Nf3 17. Rd1+ Bd4 18. Bxd4 N5xd4 19. Rh1 c6 20. Kg2 Kc7 21. h4 Rad8 22. Nd5+ Kb8 23. c3 Nb5 24. Kxf3 cxd5 25. Bxd5 Nd6 26. Rhe1 Nf5 27. Rxe8 Rxe8 28. Be4 Nxh4+ 29. Ke3 Ng2+ 30. Kd4 Nxf4 31. Bf3 Rd8+ 32. Ke4 Rxd1 33. Bxd1 Ne6 34. Ke5 Nd8 35. f4 Nc6+ 36. Kd6 Nd8 37. Bh5 b5 38. f5 Ka7 39. Ke7 Nc6+ 40. Kf7 Ne5+ 41. Kxg7 Nd3 42. f6 Nxb2 43. f7 Kb6 44. f8=Q Ka5 45. Qb4+ Kb6 46. Qd6+ Ka7 47. Qxh6 Nd3 48. Bd1 Nf2 49. Bc2 Ng4 50. Qg6 Ne5 51. Qe6 Nc4 52. a4 Na3 53. axb5 Nxb5 54. c4 Na3 55. Bf5 Kb7 56. Qe7+ Kb6 57. Qxa3 Kc6 58. c5 Kd5 59. Bd7 Kd4 60. c6 Kc4 61. c7 Kd5 62. c8=Q Ke4 63. Qa4+ Ke5 64. Qc5#
Tejas299,CommandoC,600,0-1,2021.01.14,1070,1115,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 d6 4. Be2 Nf6 5. O-O g6 6. Nd5 Nxd5 7. exd5 Ne7 8. c4 Bg7 9. d4 O-O 10. Bd2 Bf5 11. dxe5 dxe5 12. b4 e4 13. Nh4 Nc8 14. Bf4 Nb6 15. c5 Nxd5 16. b5 Nxf4 17. Qxd8 Raxd8 18. Rad1 Rxd1 19. Rxd1 Nxe2+ 20. Kf1 Nc3 21. Rc1 Nxb5 22. c6 b6 23. a4 Nd4 24. Nxf5 gxf5 25. Ra1 Nxc6 26. g3 Bxa1
