White Username,Black Username,Time Control,Game Result,Date,White Elo,Black Elo,Opening,Moves
Tejas299,szanlu,300,0-1,2021.03.24,864,905,B10,1. e4 c6 2. Nf3 d5 3. d3 Bg4 4. exd5 cxd5 5. d4 e6 6. Nc3 a6 7. Bg5 Be7 8. Bf4 Nc6 9. Be2 h6 10. O-O Qb6 11. b3 Bxf3 12. Bxf3 Nxd4 13. Be3 Bf6 14. a4 Qb4 15. Na2 Qb6 16. Rb1 Rc8 17. c3 Nxf3+ 18. Qxf3 Qd6 19. Bd4 Bxd4 20. cxd4 Qa3 21. Ra1 Qb4 22. Nxb4 Nf6 23. Rfc1 Rxc1+ 24. Rxc1 O-O 25. Rc7 Ne4 26. Rxb7 Nd2 27. Qe2 Nxb3 28. Ra7 Rc8 29. Rxa6 Rc1+ 30. Qf1 Rxf1+ 31. Kxf1 Nxd4 32. Nc6 Nxc6 33. Rxc6 Kh7 34. a5 f5 35. a6 d4 36. a7 d3 37. a8=Q d2 38. Qa2 d1=Q#
Tejas299,rafalkolo,300,1-0,2021.03.24,871,833,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 Nf6 5. Ng5 Bxf2+ 6. Kxf2 Ng4+ 7. Qxg4 d6 8. Qf3 Qxg5 9. Bxg5 Nd4 10. Qxf7#
Tejas299,pieterheyvaert1981,600,1/2-1/2,2021.02.02,1157,1144,C01,1. e4 e6 2. d4 Nf6 3. e5 Nd5 4. Nf3 Bb4+ 5. Bd2 a5 6. Bxb4 axb4 7. c3 f6 8. cxb4 Nxb4 9. Nc3 O-O 10. a3 N4c6 11. Bd3 d5 12. O-O Nd7 13. Nh4 fxe5 14. Re1 exd4 15. Ne2 Qxh4 16. Ng3 e5 17. Bc2 e4 18. f3 exf3 19. gxf3 Nde5 20. Rf1 Bh3 21. Rf2 Rf7 22. b4 Raf8 23. f4 Rxf4 24. Rxf4 Rxf4 25. Qh5 Nf3+ 26. Kf2 Nxh2+ 27. Ke2 Bg4+ 28. Qxg4 Qxg4+ 29. Kd3 Qxg3+ 30. Kd2 Rf2+ 31. Kc1 Rf1+ 32. Kb2 Rxa1 33. Kxa1 Qxa3+ 34. Kb1 Nxb4 35. Bxh7+ Kxh7
Tejas299,king0609,600,0-1,2021.02.02,1159,1217,B40,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Bc5 5. Nc3 Nc6 6. Be3 Bb4 7. Nxc6 bxc6 8. Qd4 c5 9. Qxg7 Qf6 10. Qxf6 Nxf6 11. O-O-O Bb7 12. a3 Bxc3 13. bxc3 Nxe4 14. Bxc5 Nxc5 15. f4 Ne4 16. Rg1 Nxc3 17. Rd3 Na2+ 18. Kb2 Bd5 19. g4 Rb8+ 20. Ka1 Ke7 21. Rxd5 exd5 22. Kxa2 Rb6 23. g5 Rhb8 24. Rg2 Rb2+ 25. Ka1 Rb1+ 26. Ka2 R8b2#
Tejas299,vartika0304,600,0-1,2021.02.28,1149,1176,C55,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. Nc3 Bc5 5. O-O Nf6 6. d3 d6 7. Be3 Bxe3 8. fxe3 Be6 9. b4 Qd7 10. a3 O-O-O 11. Bb5 a6 12. Bxc6 Qxc6 13. a4 Qxc3 14. b5 a5 15. Qb1 b6 16. Qc1 d5 17. Rd1 dxe4 18. dxe4 Nxe4 19. Rxd8+ Rxd8 20. Qa3 Qxc2 21. Rf1 Bc4 22. Qc1 Qxc1 23. Rxc1 Be2 24. Nxe5 Rd1+ 25. Rxd1 Bxd1 26. Kf1 Bxa4 27. Nxf7 Bxb5+ 28. Ke1 Kd7 29. Ne5+ Ke6 30. Ng6 Bc6 31. Nf4+ Kf5 32. Ke2 Nc3+ 33. Kd2 Nb5 34. Kc1 a4 35. Kb2 a3+ 36. Kb3 g5 37. Nd3 Ke4 38. Nb4 Kxe3 39. Nxc6 Kf2 40. g4 Kg2 41. Ne5 Kxh2 42. Nf3+ Kg3 43. Ne5 Kf4 44. Nc6 Kxg4 45. Nb4 h5 46. Nc2 h4 47. Nxa3 h3 48. Nxb5 h2 49. Nc3 h1=Q 50. Kb4 Qc6 51. Nb5 Qc5+ 52. Ka4 Kf3 53. Na3 Qa5+ 54. Kb3 g4 55. Nc4 Qb5+ 56. Kc3 g3 57. Kd3 Qb3+ 58. Kd4 Qb4 59. Kd3 g2 60. Nd2+ Qxd2+ 61. Kxd2 g1=Q 62. Kd3 Qe3+ 63. Kc4 Qc5+ 64. Kd3 b5 65. Kd2 b4 66. Ke1 b3 67. Kd2 b2 68. Ke1 b1=Q+ 69. Kd2 Qe3#
Tejas299,brightvach,600,0-1,2021.02.28,1132,1133,C48,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Nxd4 exd4 6. Ne2 Nxe4 7. Nxd4 Qf6 8. O-O Bc5 9. Qe2 Qxd4 10. c3 Qd5 11. d3 Bb6 12. dxe4 Qe5 13. Be3 Bxe3 14. fxe3 c6 15. Bc4 d5 16. exd5 cxd5 17. Bb3 Be6 18. Rad1 O-O-O 19. Rc1 Kb8 20. c4 g6 21. c5 Rhe8 22. c6 bxc6 23. Rxc6 Qe4 24. Qb5+ Ka8 25. Rfc1 Qxe3+ 26. Kh1 Bd7 27. Qxd5 Qe1+ 28. Rxe1 Rxe1#
Tejas299,mmturkbeyler,600,0-1,2021.02.28,1125,1172,A21,1. c4 e5 2. Nc3 c6 3. e4 Bc5 4. Nf3 Qf6 5. Be2 d6 6. d3 h6 7. Be3 Bxe3 8. fxe3 Bg4 9. O-O Bxf3 10. Rxf3 Qg5 11. Qb3 Nf6 12. Qxb7 O-O 13. Qxa8 Ng4 14. h3 Nxe3 15. Qxa7 Qxg2#
Tejas299,Jesuseyitan,600,1-0,2021.02.28,1143,1161,C44,1. e4 e5 2. Nf3 Nc6 3. b3 Nf6 4. d3 d6 5. Nc3 Be7 6. Bb2 O-O 7. Qe2 a6 8. O-O-O b5 9. Kb1 d5 10. d4 Nxd4 11. exd5 Nxe2 12. Bxe2 e4 13. Ne5 Bb7 14. Nc6 Bxc6 15. dxc6 Bd6 16. Nd5 Nxd5 17. Rxd5 f6 18. c4 Rb8 19. cxb5 axb5 20. Bxb5 Qd7 21. cxd7 e3 22. fxe3 h6 23. Bc4 Kh8 24. Bb5 g5 25. g4 Kg7 26. h4 Kg6 27. e4 Bf4 28. e5 fxe5 29. Bxe5 Bxe5 30. Rxe5 Rbd8 31. Rc5 Rf4 32. hxg5 hxg5 33. Rxc7 Rxg4 34. Rc8 Rxd7 35. Bxd7 Rg2
Tejas299,PistacheArtists,600,0-1,2021.02.28,1128,1168,B12,1. e4 c6 2. d4 d5 3. e5 f5 4. f4 c5 5. Nf3 cxd4 6. Nxd4 e6 7. Nc3 a6 8. Be3 Bb4 9. Bd2 Bc5 10. Be3 Bb4 11. Bd2 Qb6 12. Qh5+ g6 13. Qh6
Tejas299,Rajendran6525,600,0-1,2021.02.28,1129,1167,B06,1. e4 g6 2. d4 Bg7 3. Nf3 d5 4. e5 Nc6 5. Nc3 e6 6. Bg5 Nge7 7. Bb5 O-O 8. Qd2 a6 9. Ba4 b5 10. Bb3 Bd7 11. Bh6 Bxh6 12. Qxh6 Nf5 13. Qh3 Ncxd4 14. Nxd4 Nxd4 15. O-O-O Nxb3+ 16. cxb3 b4 17. Ne2 Qg5+ 18. f4 Qd8 19. g4 c5 20. g5 Bb5 21. Ng3 c4 22. Nf1 cxb3 23. Qxb3 a5 24. a4 Bc6 25. Qe3 Rc8 26. Kb1 Qc7 27. Rg1 Bb7 28. Ng3 Qc2+ 29. Ka1 Qxa4+ 30. Kb1 Ba6 31. Rc1 Bc4 32. h4 Qa2+ 33. Kc2 Bb5+ 34. Kd2 Qxb2+ 35. Ke1 Rxc1+ 36. Qxc1 Qxc1+ 37. Kf2 Qxf4+ 38. Kg2 Qxh4 39. Kf3 Qxg5 40. Ne4 Qxe5 41. Rg5 Qxe4+ 42. Kg3 Qe3+ 43. Kg2 Qxg5+ 44. Kf3 Rc8 45. Kf2 Rc3 46. Ke1 Qc1+ 47. Kf2 Qd2+ 48. Kg1 Rc1#
Tejas299,krzy_wt,600,0-1,2021.02.28,1122,1167,C23,1. e4 e5 2. Bc4 Nh6 3. Nc3 Bc5 4. Nf3 Ng4 5. d4 Bxd4 6. Nxd4 exd4 7. Qxg4 d5 8. Qxg7 Ke7 9. Nxd5+ Kd6 10. Bf4+ Kc5 11. Bb3 Rg8 12. Qxf7 Re8 13. e5 Rf8 14. Qxh7 Rxf4 15. O-O-O Qg5 16. g3 Rf7+ 17. f4 Qxf4+ 18. gxf4 Rxh7 19. c3 Bg4 20. cxd4+ Kc6 21. Rd2 Bf3 22. Nb4+ Kb5 23. a3 Bxh1 24. Bc2 Rg7 25. Bd3+ Kb6 26. Nd5+ Bxd5 27. b4 Bb3 28. Kb2 Ba4 29. f5 Nc6 30. Be4 Rg4 31. Bf3 Rf4 32. Bxc6 Bxc6 33. f6 Rd8 34. e6 Be8 35. e7 Rdxd4 36. Rc2 a5 37. bxa5+ Kxa5 38. Rxc7 Rf2+ 39. Kc3 Ra4 40. Rc5+ Ka6 41. Kb3 Rxf6 42. Rc8 Rb6+ 43. Kc3 Rxa3+ 44. Kc4 Bf7+ 45. Kc5 Rc3+ 46. Kd4 Rxc8 47. Ke5 Be8 48. Kd5 Rc7 49. Ke5 Rxe7+ 50. Kd5 Rb5+ 51. Kd6 Rh7 52. h4 Rh6+ 53. Ke7 Bh5 54. Kd7 Rf5 55. Ke7 Rff6 56. Kd7 Rf7+ 57. Ke8 Rh8#
Tejas299,TomNewbie,600,0-1,2021.02.28,1114,1129,C41,1. e4 e5 2. Nf3 d6 3. Nc3 Bg4 4. Be2 Nf6 5. d3 Bxf3 6. Bxf3 Nc6 7. Nd5 Nxd5 8. exd5 Nd4 9. Bg4 f5 10. Bh5+ g6 11. Bf3 c6 12. dxc6 Nxc6 13. O-O Nd4 14. c3 Nxf3+ 15. Qxf3 b6 16. Qc6+ Kf7 17. Qd5+ Kg7 18. Re1 Rc8 19. Re3 Rc5 20. Qb7+ Qe7 21. Qxe7+ Bxe7 22. Rh3 h5 23. b4 Rxc3 24. Bb2 Rc2 25. Rb1 Rhc8 26. g3 Rd2 27. d4 Rcc2 28. Ba1 Bf6 29. d5 Rxf2 30. g4 hxg4 31. Rg3 Bh4 32. Rgb3 Rg2+ 33. Kf1 Rgf2+ 34. Ke1 Rfe2+ 35. Kd1 Red2#
Tejas299,1-2a,600,1-0,2021.02.28,1123,1151,C25,1. e4 e5 2. Nc3 c6 3. b3 Nf6 4. Bb2 d5 5. exd5 cxd5 6. Bb5+ Bd7 7. Bxd7+ Qxd7 8. Nf3 e4 9. Ne5 Qd6 10. Nb5 Qc6
Tejas299,Hundipojuke,600,1-0,2021.02.28,1131,1128,B23,1. e4 c5 2. Nc3 Nc6 3. b3 Nf6 4. d3 e6 5. Bg5 Be7 6. Be2 d5 7. e5 Nxe5 8. d4 Ng6 9. dxc5 Bxc5 10. Bxf6 Qxf6 11. Nf3 d4 12. Ne4 Qd8 13. Nxc5 Nf4 14. Bb5+ Bd7 15. Bxd7+ Ke7 16. Ba4 Qa5+ 17. Qd2 Qxc5 18. Qxf4 Qc3+ 19. Ke2 d3+ 20. cxd3 Qc2+ 21. Qd2 Rac8 22. Rac1 Qxd2+ 23. Nxd2 Rxc1 24. Rxc1 Rd8 25. Rc7+ Kd6 26. Rxb7 f5 27. Rxa7 Rg8 28. f4 h5 29. h4 g6 30. g3 Rc8 31. b4 Kd5 32. b5 Kc5 33. Ra5 Kb4 34. Ra7 Rc1 35. Nc4 Rg1 36. b6 Rxg3 37. b7 g5 38. b8=Q+ Kc3 39. Qb3+ Kd4 40. Qb2+ Kd5 41. Qe5#
Tejas299,Xav42,600,1-0,2021.01.01,1198,1095,C20,1. e4 e5 2. Bc4 Bc5 3. Qf3 Nf6 4. Nh3 h6 5. Nc3 c6 6. g4 b5 7. Bb3 a5 8. g5 hxg5 9. Nxg5 Rg8 10. Bxf7+ Kf8 11. Bxg8 Kxg8 12. O-O Qe7 13. d3 d6 14. a3 a4 15. b4 Bb6 16. Be3 Bg4 17. Qg3 Bxe3 18. fxe3 Nbd7 19. d4 exd4 20. exd4 Ne5 21. dxe5 dxe5 22. Rad1 Rd8 23. Rxd8+ Qxd8 24. Rxf6 Qxf6 25. Qxg4 Qg6 26. h3 Qd6 27. h4 Qd2 28. Qc8+ Qd8 29. Qxd8#
Tejas299,Mmm080192,600,1-0,2021.01.01,1196,1187,C20,1. e4 e5 2. Qh5 Qf6 3. Bc4 g6 4. Qf3 Bc5 5. d3 h6 6. Be3 d6 7. Bxc5 dxc5 8. Nc3 c6 9. Na4 b6 10. O-O-O Ba6 11. Bb3 Ne7 12. h4 Bb5 13. Nc3 Nd7 14. g4 O-O-O 15. g5 hxg5 16. hxg5 Qxg5+ 17. Kb1 Rxh1 18. Qxh1 f5 19. exf5 gxf5 20. Nf3 Qf4 21. Be6 Kc7 22. Bxd7 Rxd7 23. Re1 e4 24. dxe4 fxe4 25. Rxe4 Qd6 26. a4 Ba6 27. Ne5 Rd8 28. Nf7 b5 29. Nxd6 Rxd6 30. Rxe7+ Kb6 31. axb5 Bxb5 32. Nxb5
Tejas299,acidpaul17,600,1-0,2021.01.01,1226,1233,C42,1. e4 e5 2. Nc3 Nf6 3. Nf3 Bc5 4. d4 exd4 5. Nxd4 d6 6. Ndb5 Ng4 7. b4 Bb6 8. Qf3 Nxf2 9. Rg1 Nxe4 10. Qxe4+ Be6 11. Rh1 Qf6 12. Qxb7 Qf2+ 13. Kd1 Bg4+ 14. Ne2 Bxe2+ 15. Bxe2 O-O 16. Qxa8 Na6 17. Qe4 Nb8 18. Be3 Bxe3 19. Rf1
Tejas299,Carbocamo,600,1/2-1/2,2021.01.01,1226,1205,C00,1. e4 e6 2. d4 c6 3. Nc3 d5 4. exd5 cxd5 5. Nf3 Bb4 6. Be3 Nf6 7. Bd3 Nc6 8. Bg5 h6 9. Bxf6 Qxf6 10. O-O Bxc3 11. bxc3 e5 12. dxe5 Nxe5 13. Re1 O-O 14. Nxe5 Qg5 15. c4 dxc4 16. Nxc4 Bh3 17. Be4 Rae8 18. Bxb7 Rxe1+ 19. Qxe1 Rb8 20. Bd5 Rd8 21. Be4 Rd4 22. Qe3 Qxe3 23. Nxe3 Rxe4 24. gxh3 a5 25. Rd1 a4 26. Rd8+ Kh7 27. Nf5 Re1+ 28. Kg2 Re2 29. Rd7 Kg6 30. Nd4 Rd2 31. h4 f5 32. Rd6+ Kh5 33. Nxf5 Rxc2 34. Nxg7+ Kxh4 35. Rd4+ Kg5 36. Rxa4 h5 37. Ra5+ Kg4 38. Nxh5 Rc8 39. Nf6+ Kf4 40. Nh5+ Kg4 41. h3+ Kh4 42. f4 Rg8+ 43. Kf3 Rg1 44. f5 Rf1+ 45. Ke4 Kxh3 46. f6 Kh4 47. Nf4 Kg4 48. Rf5 Re1+ 49. Kd5 Kxf5 50. f7 Rd1+ 51. Kc6 Rd8 52. Ne6 Kxe6 53. a4 Kxf7 54. a5 Ke7 55. a6 Rc8+ 56. Kb7 Kd7 57. a7 Kd8 58. a8=Q Rxa8 59. Kxa8
Tejas299,kakashi-senpai0,600,0-1,2021.01.01,1206,1247,A04,1. Nf3 Nc6 2. Nc3 Nf6 3. e4 e6 4. d4 d5 5. Bd3 Bb4 6. exd5 exd5 7. Qe2+ Qe7 8. a4 Bxc3+ 9. bxc3 Qxe2+ 10. Bxe2 O-O 11. c4 Bf5 12. Ra2 Rfe8 13. cxd5 Nxd5 14. Bd2 Re4 15. O-O Rxe2 16. Bg5 Rae8 17. Rb2 f6 18. Be3 b6 19. Rb5 Rd8 20. c4 Nde7 21. d5 a6 22. Rb3 Nb8 23. c5 Nxd5 24. cxb6 Nxe3 25. fxe3 c6 26. b7 Bg4 27. Nd4 g5 28. Nxe2 Bxe2 29. Rxf6 Rd1+ 30. Kf2 Bc4 31. Rb2 Rf1+ 32. Kg3 Rxf6 33. Rd2 Rf8 34. Rd4 Bd5 35. e4 Rf4 36. Rd3 Rxe4 37. Rf3 Rxa4 38. Rf5 Ra3+ 39. Kg4 Be6 40. Kxg5 Bxf5 41. Kxf5 Rb3 42. Ke6 Rxb7 43. g4 Rd7 44. g5 Kg7 45. h4 a5 46. h5 a4 47. h6+ Kg6 48. Ke5 a3 49. Kf4 a2 50. Ke3 a1=Q 51. Ke4 Qe1+ 52. Kf4 Rf7+ 53. Kg4 Qg1+ 54. Kh4 Rf4+ 55. Kh3 Qg4+ 56. Kh2 Rf2+ 57. Kh1 Qg2#
Tejas299,e-dandolo,600,1-0,2021.01.02,1219,1028,C42,1. e4 e5 2. Nc3 Nf6 3. Nf3 c6 4. Bc4 d6 5. O-O b5 6. Bb3 b4 7. Na4 Ba6 8. d3 d5 9. exd5 cxd5 10. Nxe5 Bd6 11. Re1 O-O 12. Bg5 h6 13. Bxf6 gxf6 14. Bxd5 Bxe5 15. Bxa8 Re8 16. Qg4+ Kf8 17. Re4 Bxb2 18. Nxb2 f5 19. Qh3 fxe4 20. Qxh6+ Kg8 21. Bxe4 Re6 22. Qh7+ Kf8 23. Qh8+ Ke7 24. Qxd8+ Kxd8 25. Bd5 Rf6 26. h4 Nd7 27. h5 Rf5 28. Bf3 Ne5 29. Re1 Nxf3+ 30. gxf3 Rxf3 31. Re4 Rh3 32. Re5 f6 33. Rf5 Bb7 34. Kf1 Rh1+ 35. Ke2 Ke7 36. Rb5 Bc6 37. Rxb4 Rxh5 38. Re4+ Re5 39. Rxe5+ fxe5 40. c4 a5 41. a4 Bd7 42. c5 Be8 43. Ke3 Kf6 44. d4 exd4+ 45. Kxd4 Kg5 46. Kd5 Kg4 47. c6 Bf7+ 48. Kd6 Kf5 49. c7 Be6 50. Nd3 Kf6 51. Nc5 Bf5 52. Nd7+ Bxd7 53. Kxd7 Kf7 54. c8=Q Kf6 55. Qa8 Kf7 56. Qxa5
Tejas299,tinasharma224,600,1-0,2021.01.12,1240,1196,B00,1. e4 e5 2. d4 Nc6 3. Be3 d6 4. Nc3 Nce7 5. f4 f5 6. dxe5 dxe5 7. Qxd8+ Kxd8 8. fxe5 fxe4 9. Nxe4 Bf5 10. Bd3 Bxe4 11. Bxe4 Kc8 12. Nf3 g6 13. Ng5 Nh6 14. c4 Bg7 15. Ne6 Rg8 16. b4 Ng4 17. Bd4 Bxe5 18. Bxe5 Nxe5 19. Nc5 Nxc4 20. Bxb7+ Kb8 21. Bxa8 Kxa8 22. Rd1 Nf5 23. Rd7 Re8+ 24. Kf2 Kb8 25. Re1 Nfe3 26. Rxe3 Nxe3 27. Kf3 Nf5 28. g3 Nd6 29. h4 h5 30. g4 Rf8+ 31. Kg3 hxg4 32. Kxg4 Rh8 33. Kg5 Kc8 34. Kxg6 Rxh4 35. Rh7 Rxb4 36. Rh8+ Ne8 37. Rxe8#
Tejas299,Latteo10,600,1-0,2021.01.12,1237,1176,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 d6 4. d4 Bg4 5. Nd5 Nxd4 6. Bg5 f6 7. Be3 Nxf3+ 8. gxf3 Bh5 9. Qd3 c6 10. Nc3 Qb6 11. Bxb6
Tejas299,thesquadfather9,600,0-1,2021.01.12,1207,1268,C22,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. f4 b6 6. c4 Bc5 7. Qg3 Nxe4 8. Qxg7 Rf8 9. Ke2 Nd4+ 10. Ke3 Nf5+ 11. Kxe4 Nxg7 12. f5 Qe7+ 13. Kd5 Nxf5
Tejas299,k1ng_ceyhun,600,1-0,2021.01.12,1210,1231,C22,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 Qe7 5. Nc3 Nf6 6. f3 h5 7. Bc4 Qb4 8. Qb5 Nd4 9. Qe5+ Be7 10. Qxd4 c5 11. Qd1 Qxc4 12. Bd2 O-O 13. a4 Re8 14. b3 Qd4 15. Nge2 Qd6 16. Nb5 Qc6 17. Bf4 a6 18. Nc7 d6 19. Nxa8 b6 20. a5 Qxa8 21. axb6 Qb7 22. e5 dxe5 23. Bxe5 Nd5 24. f4 Qxb6 25. Qxd5 Bb7 26. Qc4 Bxg2 27. Rg1 Qc6 28. Nd4 Qe4+ 29. Ne2 Bh4+ 30. Kd2 Rd8+ 31. Kc1 Qe3+ 32. Kb2 Qf2 33. Qxa6 Bf6 34. Bxf6 gxf6 35. Qxf6 Rd2 36. Qg5+ Kf8 37. Rxg2 Qe3 38. Ra8+ Qe8 39. Rxe8+ Kxe8 40. Qg8+ Ke7 41. Qg5+ f6 42. Qxc5+ Kf7 43. Qc7+
Tejas299,nurlan35,600,1-0,2021.01.12,1224,1224,B00,1. e4 b6 2. d4 Bb7 3. f3 g6 4. c3 Bg7 5. Be3 e6 6. Bd3 Ne7 7. Ne2 d6 8. Nd2 Nd7 9. f4 a6 10. O-O c6 11. g3 c5 12. dxc5 bxc5 13. b4 e5 14. bxc5 dxc5 15. c4 exf4 16. Rxf4 Bxa1 17. Qxa1 O-O 18. a4 Bc6 19. Rf2 Nc8 20. Bh6 f6 21. g4 Rf7 22. Nf4 Ncb6 23. Ne6 Qe7 24. Nc7 Ra7 25. Nd5 Nxd5 26. cxd5 Bb7 27. d6 Qxd6 28. Rf3 Ne5 29. Bf4 Qe6 30. Bxe5 fxe5 31. Rxf7 Kxf7 32. Be2 Ra8 33. Bc4 Bd5 34. Bxd5 Qxd5 35. exd5 Rd8 36. Qxe5 Kg8 37. Qe6+ Kh8 38. Qf6+ Kg8 39. Qxd8+
Tejas299,satyam87948,600,0-1,2021.01.12,1212,1243,C46,1. e4 e5 2. Nf3 Nc6 3. Nc3 b6 4. d4 exd4 5. Nxd4 Nge7 6. Nxc6 Nxc6 7. Nd5 Bb7 8. Bf4 d6 9. b4 Ne7 10. a4 Nxd5 11. exd5 g5 12. Bxg5 Qxg5 13. Qe2+ Be7 14. h4 Qxd5 15. f4 Qd4 16. b5 Qxa1+ 17. Qd1 Qxa4 18. Bd3 Qxf4 19. Qe2 O-O-O 20. Rf1 Qxh4+ 21. Kd1 Rde8 22. Rxf7 Qh1+ 23. Kd2 Bg5+ 24. Kc3 Rxe2 25. Bf5+ Kb8 26. Rg7 Bd2+ 27. Kd3 Rxg2 28. Be4 Qf1+ 29. Kd4 Rxg7 30. Bxb7 Kxb7 31. Kd5 Rg5+ 32. Ke4 Qxb5 33. c3 Qc4+ 34. Kf3 Qd3+ 35. Kf2 Qe3+ 36. Kf1 Rf5+ 37. Kg2 Qg5+ 38. Kh3 Qf6 39. Kg4 Qg6+ 40. Kh4 Rh5#
Tejas299,OnePointPawn,600,0-1,2021.01.12,1178,1203,C22,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd1 d6 5. c4 Be6 6. b4 Nxb4 7. Qa4+ Nc6 8. c5 d5 9. Bb5 Bd7 10. exd5 Ne5 11. Bf4 Qe7 12. d6 cxd6 13. cxd6 Qxd6 14. Qe4 Bxb5 15. Bxe5 Qe6 16. Nf3 Bc6 17. Qd4 f6 18. O-O Bxf3 19. gxf3 fxe5 20. Qa4+ Qc6 21. Qb3 O-O-O 22. Nd2 Kb8 23. Nc4 Qg6+ 24. Kh1 e4 25. Ne5 Qf6 26. Rab1 b6 27. fxe4 Qxe5 28. Rbc1 Qxe4+ 29. Kg1 Bc5 30. Rfe1 Qg4+ 31. Kf1 Qh4 32. Rxc5 Qxh2 33. Qg3+ Qxg3 34. fxg3 Rf8+ 35. Kg2 Nf6 36. Re7 bxc5 37. Rxg7 Nd5 38. Rg5 Ne3+ 39. Kh3 h6 40. Rxc5 Kb7 41. Rb5+ Ka6 42. Re5 Nc4 43. Rc5 Nd2 44. Rc6+ Kb7 45. Rc2 Nf3 46. Rb2+ Ka8 47. Rf2 Ng5+ 48. Kh4 Rxf2 49. a4 Ra2 50. a5 Rxa5
Tejas299,kaverisharma,600,1-0,2021.01.12,1164,1131,B21,1. e4 c5 2. d4 cxd4 3. Qxd4 d6 4. c4 Nf6 5. b4 Bd7 6. b5 a6 7. b6 Nc6 8. Qe3 a5 9. Nc3 Ra6 10. Nd5 e6 11. Nxf6+ gxf6 12. Ba3 Rxb6 13. c5 dxc5 14. Bxc5 Bxc5 15. Qxc5 Rb4 16. Bb5 Rxe4+ 17. Ne2 b6 18. Qc2 f5 19. Bxc6 Bxc6 20. Qxc6+ Qd7 21. Qa8+ Qd8 22. Qc6+ Qd7 23. Qxd7+ Kxd7 24. Rd1+ Ke7 25. Rd4 Re5 26. f4 Rb5 27. Nc3 Rb2 28. O-O Rg8 29. Rf2 Rxf2 30. Kxf2 h5 31. h4 Rg4 32. g3 f6 33. Nb5 e5 34. fxe5 fxe5 35. Rxg4 fxg4 36. Nc3 Ke6 37. Ne4 Kd5 38. Nf6+ Kd4 39. Nxh5 b5 40. Nf6 b4 41. h5 a4 42. h6 b3 43. axb3 axb3 44. h7 b2 45. h8=Q b1=Q 46. Qd8+ Kc4 47. Qd5+ Kc3 48. Qxe5+ Kd3 49. Qf5+ Kc3 50. Qxb1
Tejas299,Simone270192,300,0-1,2021.01.12,894,1082,C46,1. e4 e5 2. Nc3 Nc6 3. Nf3 Bb4 4. d4 exd4 5. Nxd4 Nxd4 6. Qxd4 a5 7. Qxg7 Qf6 8. Qxf6 Nxf6 9. Be3 Bxc3+ 10. bxc3 Nxe4 11. Bd4 O-O 12. f3 Nd6 13. Bc5 b6 14. Bxd6 cxd6 15. c4 Re8+ 16. Be2 Ba6 17. O-O-O Rxe2 18. Rxd6 Bxc4 19. Rxd7 Bxa2 20. Rhd1 Rxg2 21. Rd8+ Rxd8 22. Rxd8+ Kg7 23. h4 Rg1+ 24. Kb2 Be6 25. h5 Rf1 26. Rd3 Kh6 27. c3 Kxh5 28. Rd6 Rxf3 29. Rxb6 Rf2+ 30. Ka3 Re2 31. Ka4 f5 32. Kxa5 f4 33. Rb7 f3 34. Rxh7+ Kg6 35. Rh8 f2 36. Rf8 Kg7 37. Rf3 Bg4 38. Rf4 Bh5 39. c4 Re5+ 40. Kb6 Re6+ 41. Kc5 Re2 42. Kd4 Kg6 43. c5 Kg5 44. Re4 Rxe4+ 45. Kxe4 f1=Q 46. c6 Qe1+
Tejas299,edudoom,300,0-1,2021.01.12,775,893,C25,1. e4 e5 2. Nc3 Bc5 3. Nf3 Nc6 4. d4 exd4 5. Nd5 d6 6. Bg5 f6 7. Bf4 Bg4 8. h4 Nge7 9. Bb5 a6 10. Bxc6+ Nxc6 11. Qd2 Be6 12. b4 Nxb4 13. Nxb4 c6 14. Nd3 Bb6 15. a4 Ba5 16. Nb4 c5 17. O-O Bxb4 18. Qc1 Bc3 19. Ra2 Bxa2 20. Qa3 Bc4 21. Rb1 b6
Tejas299,arthurdelamare,300,1-0,2021.01.12,870,796,B01,1. e4 d5 2. exd5 Nf6 3. Bc4 Nxd5 4. Bxd5 Qxd5 5. f3 e5 6. g4 Nc6 7. Nh3 Be6 8. Rf1 O-O-O 9. Nc3 Qc5 10. a4 g6 11. Ng5 Bg7 12. Nce4 Qb4 13. Nxe6 fxe6 14. Ng5 Bf6 15. Nf7 Bh4+ 16. Ke2 Qc4+ 17. d3 Qd5 18. c4 Qd7 19. Nxd8 Qxd8 20. b3 Bg5 21. Bxg5 Qxg5 22. a5 Nxa5 23. Rxa5 e4 24. dxe4 Qf4 25. Rxa7 Kb8 26. Ra5 Qxh2+ 27. Rf2 Qf4 28. e5 b6 29. Rb5 c6 30. Rxb6+ Kc7 31. Ra6 Qxe5+ 32. Kf1 Rd8 33. Ra7+ Kc8 34. Rd2 Qb8 35. Rxd8#
